Uninstalled 1 package in 0.50ms
Installed 1 package in 1ms
/home/jk/jupyterlab/autoresearch-dgx/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:283: UserWarning: 
    Found GPU0 NVIDIA GB10 which is of cuda capability 12.1.
    Minimum and Maximum cuda capability supported by this version of PyTorch is
    (8.0) - (12.0)
    
  warnings.warn(
W0526 02:23:46.702000 1984956 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 6,291,456
  lm_head                 : 3,145,728
  transformer_matrices    : 7,078,080
  scalars                 : 8
  total                   : 19,661,000
Estimated FLOPs per token: 8.493581e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011383 | lrm: 1.00 | dt: 4845ms | tok/sec: 6,762 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00501 (45.4%) | loss: 3.843249 | lrm: 0.78 | dt: 283ms | tok/sec: 115,797 | mfu: 4.7% | epoch: 1 | remaining: 164s    
step 00502 (45.5%) | loss: 3.837566 | lrm: 0.78 | dt: 278ms | tok/sec: 118,005 | mfu: 4.8% | epoch: 1 | remaining: 163s    
step 00503 (45.6%) | loss: 3.829707 | lrm: 0.78 | dt: 278ms | tok/sec: 117,972 | mfu: 4.8% | epoch: 1 | remaining: 163s    
step 00504 (45.7%) | loss: 3.817979 | lrm: 0.78 | dt: 278ms | tok/sec: 117,985 | mfu: 4.8% | epoch: 1 | remaining: 163s    
step 00505 (45.8%) | loss: 3.817256 | lrm: 0.77 | dt: 282ms | tok/sec: 116,043 | mfu: 4.7% | epoch: 1 | remaining: 162s    
step 00506 (45.9%) | loss: 3.816821 | lrm: 0.77 | dt: 279ms | tok/sec: 117,590 | mfu: 4.8% | epoch: 1 | remaining: 162s    
step 00507 (45.9%) | loss: 3.821493 | lrm: 0.77 | dt: 276ms | tok/sec: 118,573 | mfu: 4.8% | epoch: 1 | remaining: 162s    
step 00508 (46.0%) | loss: 3.812589 | lrm: 0.77 | dt: 283ms | tok/sec: 115,966 | mfu: 4.7% | epoch: 1 | remaining: 162s    
step 00509 (46.1%) | loss: 3.824058 | lrm: 0.77 | dt: 279ms | tok/sec: 117,260 | mfu: 4.8% | epoch: 1 | remaining: 161s    
step 00510 (46.2%) | loss: 3.836780 | lrm: 0.77 | dt: 278ms | tok/sec: 117,886 | mfu: 4.8% | epoch: 1 | remaining: 161s    
step 00511 (46.3%) | loss: 3.835829 | lrm: 0.77 | dt: 277ms | tok/sec: 118,087 | mfu: 4.8% | epoch: 1 | remaining: 161s    
step 00512 (46.4%) | loss: 3.836000 | lrm: 0.77 | dt: 282ms | tok/sec: 116,393 | mfu: 4.7% | epoch: 1 | remaining: 160s    
step 00513 (46.5%) | loss: 3.828176 | lrm: 0.76 | dt: 279ms | tok/sec: 117,326 | mfu: 4.8% | epoch: 1 | remaining: 160s    
step 00514 (46.6%) | loss: 3.841323 | lrm: 0.76 | dt: 277ms | tok/sec: 118,284 | mfu: 4.8% | epoch: 1 | remaining: 160s    
step 00515 (46.7%) | loss: 3.847395 | lrm: 0.76 | dt: 280ms | tok/sec: 116,945 | mfu: 4.8% | epoch: 1 | remaining: 160s    
step 00516 (46.8%) | loss: 3.852056 | lrm: 0.76 | dt: 280ms | tok/sec: 116,866 | mfu: 4.7% | epoch: 1 | remaining: 159s    
step 00517 (46.9%) | loss: 3.841769 | lrm: 0.76 | dt: 279ms | tok/sec: 117,649 | mfu: 4.8% | epoch: 1 | remaining: 159s    
step 00518 (47.0%) | loss: 3.841826 | lrm: 0.76 | dt: 278ms | tok/sec: 118,052 | mfu: 4.8% | epoch: 1 | remaining: 159s    
step 00519 (47.1%) | loss: 3.820092 | lrm: 0.76 | dt: 282ms | tok/sec: 116,280 | mfu: 4.7% | epoch: 1 | remaining: 159s    
step 00520 (47.2%) | loss: 3.807162 | lrm: 0.75 | dt: 278ms | tok/sec: 117,855 | mfu: 4.8% | epoch: 1 | remaining: 158s    
step 00521 (47.2%) | loss: 3.807843 | lrm: 0.75 | dt: 276ms | tok/sec: 118,626 | mfu: 4.8% | epoch: 1 | remaining: 158s    
step 00522 (47.3%) | loss: 3.801175 | lrm: 0.75 | dt: 278ms | tok/sec: 117,886 | mfu: 4.8% | epoch: 1 | remaining: 158s    
step 00523 (47.4%) | loss: 3.810833 | lrm: 0.75 | dt: 281ms | tok/sec: 116,443 | mfu: 4.7% | epoch: 1 | remaining: 157s    
step 00524 (47.5%) | loss: 3.810106 | lrm: 0.75 | dt: 278ms | tok/sec: 117,926 | mfu: 4.8% | epoch: 1 | remaining: 157s    
step 00525 (47.6%) | loss: 3.801061 | lrm: 0.75 | dt: 278ms | tok/sec: 117,904 | mfu: 4.8% | epoch: 1 | remaining: 157s    
step 00526 (47.7%) | loss: 3.793545 | lrm: 0.75 | dt: 281ms | tok/sec: 116,508 | mfu: 4.7% | epoch: 1 | remaining: 157s    
step 00527 (47.8%) | loss: 3.793125 | lrm: 0.75 | dt: 278ms | tok/sec: 117,821 | mfu: 4.8% | epoch: 1 | remaining: 156s    
step 00528 (47.9%) | loss: 3.788774 | lrm: 0.74 | dt: 277ms | tok/sec: 118,421 | mfu: 4.8% | epoch: 1 | remaining: 156s    
step 00529 (48.0%) | loss: 3.795793 | lrm: 0.74 | dt: 278ms | tok/sec: 118,066 | mfu: 4.8% | epoch: 1 | remaining: 156s    
step 00530 (48.1%) | loss: 3.799217 | lrm: 0.74 | dt: 284ms | tok/sec: 115,506 | mfu: 4.7% | epoch: 1 | remaining: 155s    
step 00531 (48.2%) | loss: 3.809330 | lrm: 0.74 | dt: 278ms | tok/sec: 118,064 | mfu: 4.8% | epoch: 1 | remaining: 155s    
step 00532 (48.3%) | loss: 3.808812 | lrm: 0.74 | dt: 278ms | tok/sec: 118,070 | mfu: 4.8% | epoch: 1 | remaining: 155s    
step 00533 (48.4%) | loss: 3.812205 | lrm: 0.74 | dt: 281ms | tok/sec: 116,572 | mfu: 4.7% | epoch: 1 | remaining: 155s    
step 00534 (48.5%) | loss: 3.812590 | lrm: 0.74 | dt: 279ms | tok/sec: 117,551 | mfu: 4.8% | epoch: 1 | remaining: 154s    
step 00535 (48.5%) | loss: 3.818411 | lrm: 0.74 | dt: 277ms | tok/sec: 118,275 | mfu: 4.8% | epoch: 1 | remaining: 154s    
step 00536 (48.6%) | loss: 3.797747 | lrm: 0.73 | dt: 278ms | tok/sec: 117,779 | mfu: 4.8% | epoch: 1 | remaining: 154s    
step 00537 (48.7%) | loss: 3.794448 | lrm: 0.73 | dt: 283ms | tok/sec: 115,767 | mfu: 4.7% | epoch: 1 | remaining: 154s    
step 00538 (48.8%) | loss: 3.793483 | lrm: 0.73 | dt: 278ms | tok/sec: 117,845 | mfu: 4.8% | epoch: 1 | remaining: 153s    
step 00539 (48.9%) | loss: 3.801059 | lrm: 0.73 | dt: 280ms | tok/sec: 117,123 | mfu: 4.8% | epoch: 1 | remaining: 153s    
step 00540 (49.0%) | loss: 3.808795 | lrm: 0.73 | dt: 279ms | tok/sec: 117,468 | mfu: 4.8% | epoch: 1 | remaining: 153s    
step 00541 (49.1%) | loss: 3.813754 | lrm: 0.73 | dt: 283ms | tok/sec: 115,584 | mfu: 4.7% | epoch: 1 | remaining: 152s    
step 00542 (49.2%) | loss: 3.813447 | lrm: 0.73 | dt: 278ms | tok/sec: 117,693 | mfu: 4.8% | epoch: 1 | remaining: 152s    
step 00543 (49.3%) | loss: 3.808972 | lrm: 0.72 | dt: 279ms | tok/sec: 117,525 | mfu: 4.8% | epoch: 1 | remaining: 152s    
step 00544 (49.4%) | loss: 3.805980 | lrm: 0.72 | dt: 283ms | tok/sec: 115,594 | mfu: 4.7% | epoch: 1 | remaining: 152s    
step 00545 (49.5%) | loss: 3.802672 | lrm: 0.72 | dt: 278ms | tok/sec: 117,894 | mfu: 4.8% | epoch: 1 | remaining: 151s    
step 00546 (49.6%) | loss: 3.798804 | lrm: 0.72 | dt: 281ms | tok/sec: 116,567 | mfu: 4.7% | epoch: 1 | remaining: 151s    
step 00547 (49.7%) | loss: 3.798128 | lrm: 0.72 | dt: 275ms | tok/sec: 119,185 | mfu: 4.8% | epoch: 1 | remaining: 151s    
step 00548 (49.8%) | loss: 3.792361 | lrm: 0.72 | dt: 285ms | tok/sec: 115,162 | mfu: 4.7% | epoch: 1 | remaining: 150s    
step 00549 (49.9%) | loss: 3.794460 | lrm: 0.72 | dt: 275ms | tok/sec: 119,235 | mfu: 4.8% | epoch: 1 | remaining: 150s    
step 00550 (49.9%) | loss: 3.791892 | lrm: 0.72 | dt: 278ms | tok/sec: 117,824 | mfu: 4.8% | epoch: 1 | remaining: 150s    
step 00551 (50.0%) | loss: 3.784345 | lrm: 0.71 | dt: 282ms | tok/sec: 116,009 | mfu: 4.7% | epoch: 1 | remaining: 150s    
step 00552 (50.1%) | loss: 3.779727 | lrm: 0.71 | dt: 277ms | tok/sec: 118,446 | mfu: 4.8% | epoch: 1 | remaining: 149s    
step 00553 (50.2%) | loss: 3.772593 | lrm: 0.71 | dt: 280ms | tok/sec: 116,918 | mfu: 4.8% | epoch: 1 | remaining: 149s    
step 00554 (50.3%) | loss: 3.758748 | lrm: 0.71 | dt: 277ms | tok/sec: 118,284 | mfu: 4.8% | epoch: 1 | remaining: 149s    
step 00555 (50.4%) | loss: 3.764554 | lrm: 0.71 | dt: 283ms | tok/sec: 115,671 | mfu: 4.7% | epoch: 1 | remaining: 148s    
step 00556 (50.5%) | loss: 3.766769 | lrm: 0.71 | dt: 277ms | tok/sec: 118,408 | mfu: 4.8% | epoch: 1 | remaining: 148s    
step 00557 (50.6%) | loss: 3.761149 | lrm: 0.71 | dt: 279ms | tok/sec: 117,447 | mfu: 4.8% | epoch: 1 | remaining: 148s    
step 00558 (50.7%) | loss: 3.756725 | lrm: 0.70 | dt: 281ms | tok/sec: 116,662 | mfu: 4.7% | epoch: 1 | remaining: 148s    
step 00559 (50.8%) | loss: 3.764688 | lrm: 0.70 | dt: 278ms | tok/sec: 118,023 | mfu: 4.8% | epoch: 1 | remaining: 147s    
step 00560 (50.9%) | loss: 3.757949 | lrm: 0.70 | dt: 279ms | tok/sec: 117,407 | mfu: 4.8% | epoch: 1 | remaining: 147s    
step 00561 (51.0%) | loss: 3.752789 | lrm: 0.70 | dt: 276ms | tok/sec: 118,655 | mfu: 4.8% | epoch: 1 | remaining: 147s    
step 00562 (51.1%) | loss: 3.756335 | lrm: 0.70 | dt: 284ms | tok/sec: 115,276 | mfu: 4.7% | epoch: 1 | remaining: 147s    
step 00563 (51.2%) | loss: 3.749227 | lrm: 0.70 | dt: 277ms | tok/sec: 118,425 | mfu: 4.8% | epoch: 1 | remaining: 146s    
step 00564 (51.2%) | loss: 3.746575 | lrm: 0.70 | dt: 282ms | tok/sec: 116,403 | mfu: 4.7% | epoch: 1 | remaining: 146s    
step 00565 (51.3%) | loss: 3.756177 | lrm: 0.70 | dt: 274ms | tok/sec: 119,558 | mfu: 4.9% | epoch: 1 | remaining: 146s    
step 00566 (51.4%) | loss: 3.745842 | lrm: 0.69 | dt: 281ms | tok/sec: 116,753 | mfu: 4.7% | epoch: 1 | remaining: 145s    
step 00567 (51.5%) | loss: 3.758871 | lrm: 0.69 | dt: 280ms | tok/sec: 117,018 | mfu: 4.8% | epoch: 1 | remaining: 145s    
step 00568 (51.6%) | loss: 3.746186 | lrm: 0.69 | dt: 278ms | tok/sec: 117,858 | mfu: 4.8% | epoch: 1 | remaining: 145s    
step 00569 (51.7%) | loss: 3.757040 | lrm: 0.69 | dt: 284ms | tok/sec: 115,190 | mfu: 4.7% | epoch: 1 | remaining: 145s    
step 00570 (51.8%) | loss: 3.756552 | lrm: 0.69 | dt: 278ms | tok/sec: 118,003 | mfu: 4.8% | epoch: 1 | remaining: 144s    
step 00571 (51.9%) | loss: 3.765198 | lrm: 0.69 | dt: 279ms | tok/sec: 117,312 | mfu: 4.8% | epoch: 1 | remaining: 144s    
step 00572 (52.0%) | loss: 3.766323 | lrm: 0.69 | dt: 275ms | tok/sec: 119,180 | mfu: 4.8% | epoch: 1 | remaining: 144s    
step 00573 (52.1%) | loss: 3.759741 | lrm: 0.68 | dt: 285ms | tok/sec: 115,166 | mfu: 4.7% | epoch: 1 | remaining: 143s    
step 00574 (52.2%) | loss: 3.757387 | lrm: 0.68 | dt: 276ms | tok/sec: 118,530 | mfu: 4.8% | epoch: 1 | remaining: 143s    
step 00575 (52.3%) | loss: 3.765067 | lrm: 0.68 | dt: 276ms | tok/sec: 118,649 | mfu: 4.8% | epoch: 1 | remaining: 143s    
step 00576 (52.4%) | loss: 3.772197 | lrm: 0.68 | dt: 284ms | tok/sec: 115,323 | mfu: 4.7% | epoch: 1 | remaining: 143s    
step 00577 (52.5%) | loss: 3.767523 | lrm: 0.68 | dt: 278ms | tok/sec: 118,047 | mfu: 4.8% | epoch: 1 | remaining: 142s    
step 00578 (52.6%) | loss: 3.766668 | lrm: 0.68 | dt: 280ms | tok/sec: 116,961 | mfu: 4.8% | epoch: 1 | remaining: 142s    
step 00579 (52.6%) | loss: 3.763203 | lrm: 0.68 | dt: 276ms | tok/sec: 118,568 | mfu: 4.8% | epoch: 1 | remaining: 142s    
step 00580 (52.7%) | loss: 3.755718 | lrm: 0.68 | dt: 283ms | tok/sec: 115,875 | mfu: 4.7% | epoch: 1 | remaining: 142s    
step 00581 (52.8%) | loss: 3.756317 | lrm: 0.67 | dt: 279ms | tok/sec: 117,424 | mfu: 4.8% | epoch: 1 | remaining: 141s    
step 00582 (52.9%) | loss: 3.769798 | lrm: 0.67 | dt: 279ms | tok/sec: 117,573 | mfu: 4.8% | epoch: 1 | remaining: 141s    
step 00583 (53.0%) | loss: 3.772805 | lrm: 0.67 | dt: 279ms | tok/sec: 117,504 | mfu: 4.8% | epoch: 1 | remaining: 141s    
step 00584 (53.1%) | loss: 3.775129 | lrm: 0.67 | dt: 282ms | tok/sec: 116,196 | mfu: 4.7% | epoch: 1 | remaining: 140s    
step 00585 (53.2%) | loss: 3.769950 | lrm: 0.67 | dt: 278ms | tok/sec: 117,764 | mfu: 4.8% | epoch: 1 | remaining: 140s    
step 00586 (53.3%) | loss: 3.782356 | lrm: 0.67 | dt: 278ms | tok/sec: 117,786 | mfu: 4.8% | epoch: 1 | remaining: 140s    
step 00587 (53.4%) | loss: 3.774549 | lrm: 0.67 | dt: 282ms | tok/sec: 116,364 | mfu: 4.7% | epoch: 1 | remaining: 140s    
step 00588 (53.5%) | loss: 3.772680 | lrm: 0.66 | dt: 276ms | tok/sec: 118,576 | mfu: 4.8% | epoch: 1 | remaining: 139s    
step 00589 (53.6%) | loss: 3.759922 | lrm: 0.66 | dt: 279ms | tok/sec: 117,653 | mfu: 4.8% | epoch: 1 | remaining: 139s    
step 00590 (53.7%) | loss: 3.755725 | lrm: 0.66 | dt: 280ms | tok/sec: 116,871 | mfu: 4.7% | epoch: 1 | remaining: 139s    
step 00591 (53.8%) | loss: 3.744727 | lrm: 0.66 | dt: 282ms | tok/sec: 116,049 | mfu: 4.7% | epoch: 1 | remaining: 138s    
step 00592 (53.9%) | loss: 3.757262 | lrm: 0.66 | dt: 281ms | tok/sec: 116,774 | mfu: 4.7% | epoch: 1 | remaining: 138s    
step 00593 (53.9%) | loss: 3.769052 | lrm: 0.66 | dt: 278ms | tok/sec: 117,855 | mfu: 4.8% | epoch: 1 | remaining: 138s    
step 00594 (54.0%) | loss: 3.757991 | lrm: 0.66 | dt: 285ms | tok/sec: 115,133 | mfu: 4.7% | epoch: 1 | remaining: 138s    
step 00595 (54.1%) | loss: 3.760408 | lrm: 0.66 | dt: 278ms | tok/sec: 118,011 | mfu: 4.8% | epoch: 1 | remaining: 137s    
step 00596 (54.2%) | loss: 3.768068 | lrm: 0.65 | dt: 275ms | tok/sec: 119,033 | mfu: 4.8% | epoch: 1 | remaining: 137s    
step 00597 (54.3%) | loss: 3.765357 | lrm: 0.65 | dt: 280ms | tok/sec: 117,071 | mfu: 4.8% | epoch: 1 | remaining: 137s    
step 00598 (54.4%) | loss: 3.752761 | lrm: 0.65 | dt: 280ms | tok/sec: 117,087 | mfu: 4.8% | epoch: 1 | remaining: 136s    
step 00599 (54.5%) | loss: 3.751702 | lrm: 0.65 | dt: 282ms | tok/sec: 116,155 | mfu: 4.7% | epoch: 1 | remaining: 136s    
step 00600 (54.6%) | loss: 3.730487 | lrm: 0.65 | dt: 276ms | tok/sec: 118,841 | mfu: 4.8% | epoch: 1 | remaining: 136s    
step 00601 (54.7%) | loss: 3.728022 | lrm: 0.65 | dt: 283ms | tok/sec: 115,957 | mfu: 4.7% | epoch: 1 | remaining: 136s    
step 00602 (54.8%) | loss: 3.745410 | lrm: 0.65 | dt: 278ms | tok/sec: 117,702 | mfu: 4.8% | epoch: 1 | remaining: 135s    
step 00603 (54.9%) | loss: 3.750814 | lrm: 0.64 | dt: 278ms | tok/sec: 118,068 | mfu: 4.8% | epoch: 1 | remaining: 135s    
step 00604 (55.0%) | loss: 3.749421 | lrm: 0.64 | dt: 280ms | tok/sec: 117,110 | mfu: 4.8% | epoch: 1 | remaining: 135s    
step 00605 (55.1%) | loss: 3.749234 | lrm: 0.64 | dt: 283ms | tok/sec: 115,975 | mfu: 4.7% | epoch: 1 | remaining: 135s    
step 00606 (55.2%) | loss: 3.741906 | lrm: 0.64 | dt: 280ms | tok/sec: 117,086 | mfu: 4.8% | epoch: 1 | remaining: 134s    
step 00607 (55.3%) | loss: 3.749361 | lrm: 0.64 | dt: 278ms | tok/sec: 117,825 | mfu: 4.8% | epoch: 1 | remaining: 134s    
step 00608 (55.3%) | loss: 3.738291 | lrm: 0.64 | dt: 279ms | tok/sec: 117,580 | mfu: 4.8% | epoch: 1 | remaining: 134s    
step 00609 (55.4%) | loss: 3.745274 | lrm: 0.64 | dt: 283ms | tok/sec: 115,914 | mfu: 4.7% | epoch: 1 | remaining: 133s    
step 00610 (55.5%) | loss: 3.743602 | lrm: 0.64 | dt: 278ms | tok/sec: 117,695 | mfu: 4.8% | epoch: 1 | remaining: 133s    
step 00611 (55.6%) | loss: 3.736428 | lrm: 0.63 | dt: 280ms | tok/sec: 117,217 | mfu: 4.8% | epoch: 1 | remaining: 133s    
step 00612 (55.7%) | loss: 3.729144 | lrm: 0.63 | dt: 281ms | tok/sec: 116,528 | mfu: 4.7% | epoch: 1 | remaining: 133s    
step 00613 (55.8%) | loss: 3.727648 | lrm: 0.63 | dt: 279ms | tok/sec: 117,358 | mfu: 4.8% | epoch: 1 | remaining: 132s    
step 00614 (55.9%) | loss: 3.736518 | lrm: 0.63 | dt: 277ms | tok/sec: 118,227 | mfu: 4.8% | epoch: 1 | remaining: 132s    
step 00615 (56.0%) | loss: 3.736128 | lrm: 0.63 | dt: 278ms | tok/sec: 118,027 | mfu: 4.8% | epoch: 1 | remaining: 132s    
step 00616 (56.1%) | loss: 3.746695 | lrm: 0.63 | dt: 284ms | tok/sec: 115,535 | mfu: 4.7% | epoch: 1 | remaining: 131s    
step 00617 (56.2%) | loss: 3.746987 | lrm: 0.63 | dt: 279ms | tok/sec: 117,612 | mfu: 4.8% | epoch: 1 | remaining: 131s    
step 00618 (56.3%) | loss: 3.754639 | lrm: 0.62 | dt: 278ms | tok/sec: 117,915 | mfu: 4.8% | epoch: 1 | remaining: 131s    
step 00619 (56.4%) | loss: 3.730958 | lrm: 0.62 | dt: 284ms | tok/sec: 115,454 | mfu: 4.7% | epoch: 1 | remaining: 131s    
step 00620 (56.5%) | loss: 3.726070 | lrm: 0.62 | dt: 280ms | tok/sec: 117,160 | mfu: 4.8% | epoch: 1 | remaining: 130s    
step 00621 (56.6%) | loss: 3.736253 | lrm: 0.62 | dt: 279ms | tok/sec: 117,426 | mfu: 4.8% | epoch: 1 | remaining: 130s    
step 00622 (56.7%) | loss: 3.734598 | lrm: 0.62 | dt: 280ms | tok/sec: 116,879 | mfu: 4.7% | epoch: 1 | remaining: 130s    
step 00623 (56.7%) | loss: 3.735390 | lrm: 0.62 | dt: 282ms | tok/sec: 116,215 | mfu: 4.7% | epoch: 1 | remaining: 129s    
step 00624 (56.8%) | loss: 3.729420 | lrm: 0.62 | dt: 277ms | tok/sec: 118,404 | mfu: 4.8% | epoch: 1 | remaining: 129s    
step 00625 (56.9%) | loss: 3.726803 | lrm: 0.62 | dt: 281ms | tok/sec: 116,645 | mfu: 4.7% | epoch: 1 | remaining: 129s    
step 00626 (57.0%) | loss: 3.733306 | lrm: 0.61 | dt: 281ms | tok/sec: 116,572 | mfu: 4.7% | epoch: 1 | remaining: 129s    
step 00627 (57.1%) | loss: 3.736181 | lrm: 0.61 | dt: 279ms | tok/sec: 117,523 | mfu: 4.8% | epoch: 1 | remaining: 128s    
step 00628 (57.2%) | loss: 3.744421 | lrm: 0.61 | dt: 280ms | tok/sec: 117,026 | mfu: 4.8% | epoch: 1 | remaining: 128s    
step 00629 (57.3%) | loss: 3.739018 | lrm: 0.61 | dt: 279ms | tok/sec: 117,537 | mfu: 4.8% | epoch: 1 | remaining: 128s    
step 00630 (57.4%) | loss: 3.748528 | lrm: 0.61 | dt: 284ms | tok/sec: 115,197 | mfu: 4.7% | epoch: 1 | remaining: 128s    
step 00631 (57.5%) | loss: 3.750007 | lrm: 0.61 | dt: 278ms | tok/sec: 117,905 | mfu: 4.8% | epoch: 1 | remaining: 127s    
step 00632 (57.6%) | loss: 3.753020 | lrm: 0.61 | dt: 279ms | tok/sec: 117,593 | mfu: 4.8% | epoch: 1 | remaining: 127s    
step 00633 (57.7%) | loss: 3.753488 | lrm: 0.60 | dt: 278ms | tok/sec: 117,722 | mfu: 4.8% | epoch: 1 | remaining: 127s    
step 00634 (57.8%) | loss: 3.749650 | lrm: 0.60 | dt: 283ms | tok/sec: 115,835 | mfu: 4.7% | epoch: 1 | remaining: 126s    
step 00635 (57.9%) | loss: 3.746400 | lrm: 0.60 | dt: 278ms | tok/sec: 117,800 | mfu: 4.8% | epoch: 1 | remaining: 126s    
step 00636 (58.0%) | loss: 3.740436 | lrm: 0.60 | dt: 275ms | tok/sec: 119,017 | mfu: 4.8% | epoch: 1 | remaining: 126s    
step 00637 (58.1%) | loss: 3.753047 | lrm: 0.60 | dt: 284ms | tok/sec: 115,311 | mfu: 4.7% | epoch: 1 | remaining: 126s    
step 00638 (58.1%) | loss: 3.745567 | lrm: 0.60 | dt: 276ms | tok/sec: 118,665 | mfu: 4.8% | epoch: 1 | remaining: 125s    
step 00639 (58.2%) | loss: 3.743514 | lrm: 0.60 | dt: 279ms | tok/sec: 117,393 | mfu: 4.8% | epoch: 1 | remaining: 125s    
step 00640 (58.3%) | loss: 3.722308 | lrm: 0.60 | dt: 279ms | tok/sec: 117,542 | mfu: 4.8% | epoch: 1 | remaining: 125s    
step 00641 (58.4%) | loss: 3.722679 | lrm: 0.59 | dt: 284ms | tok/sec: 115,302 | mfu: 4.7% | epoch: 1 | remaining: 124s    
step 00642 (58.5%) | loss: 3.727147 | lrm: 0.59 | dt: 278ms | tok/sec: 117,993 | mfu: 4.8% | epoch: 1 | remaining: 124s    
step 00643 (58.6%) | loss: 3.718257 | lrm: 0.59 | dt: 279ms | tok/sec: 117,349 | mfu: 4.8% | epoch: 1 | remaining: 124s    
step 00644 (58.7%) | loss: 3.722505 | lrm: 0.59 | dt: 282ms | tok/sec: 116,331 | mfu: 4.7% | epoch: 1 | remaining: 124s    
step 00645 (58.8%) | loss: 3.713535 | lrm: 0.59 | dt: 276ms | tok/sec: 118,720 | mfu: 4.8% | epoch: 1 | remaining: 123s    
step 00646 (58.9%) | loss: 3.708045 | lrm: 0.59 | dt: 280ms | tok/sec: 117,070 | mfu: 4.8% | epoch: 1 | remaining: 123s    
step 00647 (59.0%) | loss: 3.697998 | lrm: 0.59 | dt: 276ms | tok/sec: 118,696 | mfu: 4.8% | epoch: 1 | remaining: 123s    
step 00648 (59.1%) | loss: 3.689414 | lrm: 0.58 | dt: 285ms | tok/sec: 114,808 | mfu: 4.7% | epoch: 1 | remaining: 122s    
step 00649 (59.2%) | loss: 3.678521 | lrm: 0.58 | dt: 277ms | tok/sec: 118,243 | mfu: 4.8% | epoch: 1 | remaining: 122s    
step 00650 (59.3%) | loss: 3.677612 | lrm: 0.58 | dt: 277ms | tok/sec: 118,380 | mfu: 4.8% | epoch: 1 | remaining: 122s    
step 00651 (59.4%) | loss: 3.677143 | lrm: 0.58 | dt: 282ms | tok/sec: 116,231 | mfu: 4.7% | epoch: 1 | remaining: 122s    
step 00652 (59.4%) | loss: 3.680700 | lrm: 0.58 | dt: 281ms | tok/sec: 116,686 | mfu: 4.7% | epoch: 1 | remaining: 121s    
step 00653 (59.5%) | loss: 3.673811 | lrm: 0.58 | dt: 280ms | tok/sec: 116,915 | mfu: 4.8% | epoch: 1 | remaining: 121s    
step 00654 (59.6%) | loss: 3.677454 | lrm: 0.58 | dt: 278ms | tok/sec: 117,750 | mfu: 4.8% | epoch: 1 | remaining: 121s    
step 00655 (59.7%) | loss: 3.683656 | lrm: 0.58 | dt: 283ms | tok/sec: 115,750 | mfu: 4.7% | epoch: 1 | remaining: 121s    
step 00656 (59.8%) | loss: 3.686968 | lrm: 0.57 | dt: 280ms | tok/sec: 117,084 | mfu: 4.8% | epoch: 1 | remaining: 120s    
step 00657 (59.9%) | loss: 3.673221 | lrm: 0.57 | dt: 279ms | tok/sec: 117,583 | mfu: 4.8% | epoch: 1 | remaining: 120s    
step 00658 (60.0%) | loss: 3.675977 | lrm: 0.57 | dt: 280ms | tok/sec: 116,966 | mfu: 4.8% | epoch: 1 | remaining: 120s    
step 00659 (60.1%) | loss: 3.668956 | lrm: 0.57 | dt: 282ms | tok/sec: 116,094 | mfu: 4.7% | epoch: 1 | remaining: 119s    
step 00660 (60.2%) | loss: 3.667427 | lrm: 0.57 | dt: 280ms | tok/sec: 116,957 | mfu: 4.8% | epoch: 1 | remaining: 119s    
step 00661 (60.3%) | loss: 3.664993 | lrm: 0.57 | dt: 279ms | tok/sec: 117,424 | mfu: 4.8% | epoch: 1 | remaining: 119s    
step 00662 (60.4%) | loss: 3.656778 | lrm: 0.57 | dt: 281ms | tok/sec: 116,746 | mfu: 4.7% | epoch: 1 | remaining: 119s    
step 00663 (60.5%) | loss: 3.657650 | lrm: 0.56 | dt: 280ms | tok/sec: 116,833 | mfu: 4.7% | epoch: 1 | remaining: 118s    
step 00664 (60.6%) | loss: 3.663218 | lrm: 0.56 | dt: 276ms | tok/sec: 118,848 | mfu: 4.8% | epoch: 1 | remaining: 118s    
step 00665 (60.7%) | loss: 3.667456 | lrm: 0.56 | dt: 279ms | tok/sec: 117,338 | mfu: 4.8% | epoch: 1 | remaining: 118s    
step 00666 (60.8%) | loss: 3.655595 | lrm: 0.56 | dt: 282ms | tok/sec: 116,169 | mfu: 4.7% | epoch: 1 | remaining: 117s    
step 00667 (60.8%) | loss: 3.647777 | lrm: 0.56 | dt: 280ms | tok/sec: 117,172 | mfu: 4.8% | epoch: 1 | remaining: 117s    
step 00668 (60.9%) | loss: 3.668396 | lrm: 0.56 | dt: 276ms | tok/sec: 118,698 | mfu: 4.8% | epoch: 1 | remaining: 117s    
step 00669 (61.0%) | loss: 3.660929 | lrm: 0.56 | dt: 282ms | tok/sec: 116,192 | mfu: 4.7% | epoch: 1 | remaining: 117s    
